Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0743,TXN006951,AUS01,MKT,"Marketing & Sales","Supplier ESG premium",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0743,PO-ESG-7253,82005.36,renewable_kwh,477.46,377.39,79.0,527.36,35.8,72,66076.63,-0.03,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0744,TXN006952,FJI01,VIC,"Victoria Operations","Renewable sourcing premium",6000,"Cost of Goods Sold",EcoVadis,BOB-ESG-0744,PO-ESG-6810,56272.14,renewable_kwh,813.98,564.76,69.4,71.64,42.3,97,-22090.93,-0.02,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0745,TXN006953,AUS01,NSW,"New South Wales Operations","Energy usage",5110,Utilities,"Green Freight",BOB-ESG-0745,PO-ESG-2189,10181.68,"tCO2e avoided",140.48,154.47,110.0,387.14,46.3,58,13765.77,-0.03,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0746,TXN006954,AUS01,ACT,"Australian Capital Territory","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0746,PO-ESG-3721,66898.04,supplier_score,907.18,930.42,102.6,29.40,26.7,82,-17466.55,-0.62,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0747,TXN006955,NZL01,QLD,"Queensland Operations","Energy usage",5110,Utilities,"Green Freight",BOB-ESG-0747,PO-ESG-3847,80835.54,renewable_kwh,492.18,327.06,66.5,527.81,36.1,64,47738.57,0.25,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0748,TXN006956,PNG01,CORP,"Corporate Head Office","Supplier ESG premium",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0748,PO-ESG-2253,70970.35,"tCO2e avoided",186.87,184.83,98.9,271.16,69.1,62,42902.60,-0.31,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0749,TXN006957,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0749,PO-ESG-8305,2808.77,"tCO2e avoided",716.71,785.21,109.6,142.25,94.0,77,-22184.11,-0.46,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0750,TXN006958,AUS01,IT,"Information Technology","Energy usage",5110,Utilities,"Energy Australia",BOB-ESG-0750,PO-ESG-7832,86665.61,renewable_kwh,672.65,839.03,124.7,296.71,10.2,64,59056.78,-0.08,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0751,TXN006959,AUS01,R&D,"Research & Development","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0751,PO-ESG-3888,110004.33,audit_evidence_count,821.83,683.35,83.2,543.05,61.3,75,-11745.22,-0.67,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0752,TXN006960,AUS01,TAS,"Tasmania Operations","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0752,PO-ESG-9538,67180.52,supplier_score,700.14,469.19,67.0,437.04,29.3,73,-25568.92,0.38,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0753,TXN006961,AUS01,FIN,"Finance & Accounting","Compliance assurance",5320,"Audit Fees","Energy Australia",BOB-ESG-0753,PO-ESG-9021,32653.50,audit_evidence_count,592.79,547.57,92.4,284.53,92.2,57,35836.07,0.02,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0754,TXN006962,AUS01,MKT,"Marketing & Sales","Energy usage",5110,Utilities,"Green Freight",BOB-ESG-0754,PO-ESG-5046,73749.67,waste_kg_reduced,711.69,481.65,67.7,523.54,9.6,48,56532.20,0.33,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0755,TXN006963,AUS01,CORP,"Corporate Head Office","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0755,PO-ESG-7775,77718.69,renewable_kwh,273.07,226.55,83.0,216.76,29.1,92,-28222.67,-0.30,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0756,TXN006964,AUS01,HR,"Human Resources","Supplier ESG premium",6010,"Direct Materials","Energy Australia",BOB-ESG-0756,PO-ESG-6616,5627.97,waste_kg_reduced,275.08,244.44,88.9,527.47,57.5,94,-12404.59,-0.33,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0757,TXN006965,FJI01,MKT,"Marketing & Sales","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0757,PO-ESG-5987,21427.13,waste_kg_reduced,172.07,212.88,123.7,504.26,53.7,70,-3319.45,-0.56,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0758,TXN006966,AUS01,FIN,"Finance & Accounting","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0758,PO-ESG-8673,53556.53,renewable_kwh,673.54,563.19,83.6,235.18,18.5,49,8948.11,-0.09,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0759,TXN006967,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services",EcoVadis,BOB-ESG-0759,PO-ESG-9444,45408.99,supplier_score,269.11,229.04,85.1,204.00,14.6,63,21855.79,-0.45,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0760,TXN006968,AUS01,QLD,"Queensland Operations","Compliance assurance",5320,"Audit Fees","Carbon Neutral Pty Ltd",BOB-ESG-0760,PO-ESG-9754,74115.14,supplier_score,995.71,857.34,86.1,82.45,29.4,48,12051.45,-0.34,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0761,TXN006969,AUS01,ACT,"Australian Capital Territory","Waste reduction",5600,Telecommunications,"Carbon Neutral Pty Ltd",BOB-ESG-0761,PO-ESG-3928,69475.54,waste_kg_reduced,199.30,186.39,93.5,72.14,56.4,80,32780.80,-0.25,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0762,TXN006970,AUS01,QLD,"Queensland Operations","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0762,PO-ESG-9857,29535.15,"tCO2e avoided",806.78,932.08,115.5,380.12,67.9,76,46346.94,0.39,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0763,TXN006971,NZL01,R&D,"Research & Development","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0763,PO-ESG-2111,93821.89,"tCO2e avoided",59.46,50.59,85.1,99.85,42.4,47,-40469.19,-0.19,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0764,TXN006972,AUS01,VIC,"Victoria Operations","Waste reduction",5600,Telecommunications,"Climate Active Advisor",BOB-ESG-0764,PO-ESG-6420,24959.17,"tCO2e avoided",582.45,580.08,99.6,449.94,74.1,75,43729.13,-0.71,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0765,TXN006973,PNG01,FIN,"Finance & Accounting","Supplier ESG premium",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0765,PO-ESG-7857,71146.07,renewable_kwh,900.75,1119.51,124.3,422.97,98.9,60,-6974.28,-0.36,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0766,TXN006974,FJI01,TAS,"Tasmania Operations","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0766,PO-ESG-2810,119575.97,waste_kg_reduced,166.77,193.55,116.1,216.04,13.6,66,53233.14,-0.61,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0767,TXN006975,NZL01,QLD,"Queensland Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0767,PO-ESG-6672,53831.86,"tCO2e avoided",326.38,316.13,96.9,527.19,65.6,46,-17979.13,-0.12,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0768,TXN006976,AUS01,OPS,"Operations & Logistics","Supplier ESG premium",6010,"Direct Materials","Energy Australia",BOB-ESG-0768,PO-ESG-4263,7183.85,audit_evidence_count,195.15,197.49,101.2,413.56,80.3,74,36972.35,-0.11,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0769,TXN006977,NZL01,R&D,"Research & Development","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0769,PO-ESG-8810,20041.30,supplier_score,615.74,634.41,103.0,222.03,25.2,79,55837.05,0.23,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0770,TXN006978,AUS01,FIN,"Finance & Accounting","Energy usage",5110,Utilities,"Climate Active Advisor",BOB-ESG-0770,PO-ESG-3241,79767.40,renewable_kwh,559.22,415.21,74.2,433.52,54.4,72,-201.32,-0.68,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0771,TXN006979,NZL01,NT,"Northern Territory Operations","Supplier ESG premium",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0771,PO-ESG-9354,29339.26,supplier_score,743.19,523.33,70.4,567.33,24.1,54,64999.89,-0.30,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0772,TXN006980,FJI01,MKT,"Marketing & Sales","Supplier ESG premium",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0772,PO-ESG-5786,9738.20,supplier_score,230.10,215.13,93.5,380.06,49.9,59,3456.36,-0.42,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0773,TXN006981,AUS01,TAS,"Tasmania Operations","Sustainable packaging",6010,"Direct Materials","Green Freight",BOB-ESG-0773,PO-ESG-3819,23982.75,audit_evidence_count,761.70,933.06,122.5,531.43,76.6,78,-41053.05,-0.10,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0774,TXN006982,PNG01,CORP,"Corporate Head Office","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0774,PO-ESG-5489,57311.18,audit_evidence_count,457.22,306.36,67.0,71.89,93.7,80,80754.94,-0.49,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0775,TXN006983,PNG01,FIN,"Finance & Accounting","Compliance assurance",5320,"Audit Fees","Green Freight",BOB-ESG-0775,PO-ESG-6143,76055.58,waste_kg_reduced,333.44,355.88,106.7,245.73,24.3,74,-7966.77,-0.60,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0776,TXN006984,AUS01,OPS,"Operations & Logistics","Compliance assurance",5320,"Audit Fees","Green Freight",BOB-ESG-0776,PO-ESG-9792,79211.50,audit_evidence_count,213.08,222.61,104.5,226.85,99.0,46,77095.68,0.28,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0777,TXN006985,AUS01,MKT,"Marketing & Sales","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0777,PO-ESG-9887,61764.59,audit_evidence_count,85.84,62.43,72.7,353.28,39.4,66,-45108.34,-0.26,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0778,TXN006986,NZL01,OPS,"Operations & Logistics","Sustainable packaging",6010,"Direct Materials","Energy Australia",BOB-ESG-0778,PO-ESG-7232,29312.99,"tCO2e avoided",188.56,206.10,109.3,436.68,51.3,57,-1866.11,-0.75,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0779,TXN006987,FJI01,NT,"Northern Territory Operations","Fleet emissions",5400,Travel,"Bureau Veritas",BOB-ESG-0779,PO-ESG-3601,55594.36,supplier_score,773.26,688.67,89.1,308.27,12.3,60,42928.80,-0.54,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0780,TXN006988,AUS01,TAS,"Tasmania Operations","Waste reduction",5600,Telecommunications,"Sustainable Packaging Co",BOB-ESG-0780,PO-ESG-9024,15488.17,audit_evidence_count,767.62,836.91,109.0,186.56,28.4,64,73629.90,-0.23,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0781,TXN006989,AUS01,IT,"Information Technology","Renewable sourcing premium",6000,"Cost of Goods Sold",EcoVadis,BOB-ESG-0781,PO-ESG-3937,83386.52,"tCO2e avoided",98.00,106.69,108.9,546.53,86.3,76,-9941.88,-0.66,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0782,TXN006990,NZL01,CORP,"Corporate Head Office","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0782,PO-ESG-6523,38837.58,waste_kg_reduced,575.78,432.81,75.2,557.51,86.2,53,-9121.53,0.35,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0783,TXN006991,NZL01,SA,"South Australia Operations","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0783,PO-ESG-9112,56281.48,audit_evidence_count,897.31,799.59,89.1,423.45,70.6,71,-35163.94,-0.28,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0784,TXN006992,PNG01,OPS,"Operations & Logistics","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0784,PO-ESG-6918,28165.44,"tCO2e avoided",865.58,762.31,88.1,467.78,30.1,77,77610.35,0.37,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0785,TXN006993,NZL01,R&D,"Research & Development","Sustainable packaging",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0785,PO-ESG-6660,13097.66,supplier_score,860.86,1075.45,124.9,441.14,35.2,58,17091.39,-0.76,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0786,TXN006994,AUS01,QLD,"Queensland Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0786,PO-ESG-5485,33501.37,audit_evidence_count,953.55,694.57,72.8,381.26,86.1,65,-2445.43,0.22,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0787,TXN006995,AUS01,TAS,"Tasmania Operations","Fleet emissions",5400,Travel,"Bureau Veritas",BOB-ESG-0787,PO-ESG-4367,23564.50,audit_evidence_count,543.42,664.76,122.3,21.67,17.3,55,25139.95,-0.27,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0788,TXN006996,AUS01,IT,"Information Technology","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0788,PO-ESG-8768,77405.47,renewable_kwh,261.84,299.07,114.2,221.72,59.1,80,51580.32,-0.48,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0789,TXN006997,FJI01,WA,"Western Australia Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0789,PO-ESG-4904,91754.23,waste_kg_reduced,393.15,431.26,109.7,597.96,47.8,51,-30984.38,0.04,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0790,TXN006998,AUS01,NSW,"New South Wales Operations","Compliance assurance",5320,"Audit Fees","Bureau Veritas",BOB-ESG-0790,PO-ESG-2805,99762.54,waste_kg_reduced,586.37,726.96,124.0,358.47,75.6,66,-16931.28,-0.77,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0791,TXN006999,AUS01,NSW,"New South Wales Operations","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0791,PO-ESG-4066,76523.57,renewable_kwh,732.50,847.36,115.7,250.74,10.7,97,-9026.71,-0.55,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0792,TXN007000,AUS01,TAS,"Tasmania Operations","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0792,PO-ESG-9488,36586.82,audit_evidence_count,204.69,202.85,99.1,567.72,22.0,75,-49738.13,0.23,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0793,TXN007001,AUS01,NT,"Northern Territory Operations","Energy usage",5110,Utilities,EcoVadis,BOB-ESG-0793,PO-ESG-7292,31245.78,"tCO2e avoided",480.17,502.49,104.6,388.96,33.5,56,-34109.51,-0.14,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0794,TXN007002,AUS01,WA,"Western Australia Operations","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0794,PO-ESG-2397,110309.09,audit_evidence_count,449.77,532.47,118.4,19.96,46.2,97,29874.94,0.18,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0795,TXN007003,AUS01,OPS,"Operations & Logistics","Compliance assurance",5320,"Audit Fees","Carbon Neutral Pty Ltd",BOB-ESG-0795,PO-ESG-7726,56485.16,audit_evidence_count,627.65,554.40,88.3,243.55,21.4,60,77630.42,-0.05,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0796,TXN007004,PNG01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services",EcoVadis,BOB-ESG-0796,PO-ESG-5212,2667.27,audit_evidence_count,733.22,844.79,115.2,18.22,44.2,45,-10673.37,-0.71,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0797,TXN007005,AUS01,CORP,"Corporate Head Office","Fleet emissions",5400,Travel,"Origin Energy",BOB-ESG-0797,PO-ESG-3176,66143.14,renewable_kwh,482.18,548.64,113.8,357.64,7.9,76,58023.28,-0.73,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0798,TXN007006,AUS01,NSW,"New South Wales Operations","Energy usage",5110,Utilities,"Green Freight",BOB-ESG-0798,PO-ESG-8751,44353.98,audit_evidence_count,399.34,285.99,71.6,474.43,76.3,64,12644.32,-0.73,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0799,TXN007007,NZL01,IT,"Information Technology","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0799,PO-ESG-7913,113997.88,supplier_score,987.73,1111.88,112.6,284.02,76.5,46,5376.74,0.37,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
